id,slug,name,state,region,tagline,overview,why_visit,type,styles,budget,budget_label,duration_days,best_season,seasons,difficulty,crowd,cover,gallery,things_to_do,photo_spots,food,cafes,nearby,alternative_to,latitude,longitude
16cc609c-54e2-4aa1-829f-f7b911de03e8,lachung,Lachung,Sikkim,Northeastern India,Nature's Paradise at the Confluence of Lachung Chu and Lachen Chu Rivers,"Tucked away in the North Sikkim Himalayas, Lachung is a picturesque town in the Indian state of Sikkim. Known for its unspoiled natural beauty, Lachung is a trekker's haven nestled in the heart of the Eastern Himalayas. The area is home to lush green valleys, snow-capped mountains, and serene rivers, including Lachung Chu and Lachen Chu. This charming town is an ideal destination for nature lovers and adventure enthusiasts. Lachung has a rich cultural heritage, and its people retain traditional values and hospitality.","[""Yumthang Valley: A pristine high-altitude valley with a scenic Hot Spring and breathtaking views of the snow-capped mountains."",""Lachung Monastery: A beautiful Buddhist monastery located on the hilltop, offering panoramic views of the valley and a glimpse into the local culture."",""Singbhum Glacier: A short trek up to the glacial zone for a thrilling experience and breathtaking views of the glacier and surrounding peaks."",""Bhim Nala Waterfall: A spectacular waterfall cascading down from the high altitude and offering a serene retreat for nature lovers.""]",Trek,"['Nature', 'Adventure', 'Trekking', 'Camping', 'Rock Climbing', 'Bird Watching']",8100,₹8k–₹12k,3,Summer – Spring,"['Summer', 'Spring']",Moderate,Quiet,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Lachung_Town.jpg/3840px-Lachung_Town.jpg,"['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Lachung_Town.jpg/3840px-Lachung_Town.jpg', 'https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1500382017468-9049fed747ef?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=1800&q=80']","['Trek to Chopta Valley: A moderately challenging trek offering breathtaking views of the surrounding mountains, snow-capped peaks, and the picturesque valley.', 'Camping in Lachung Chu Valley: Experience the thrill of camping in the wilderness and wake up to the sound of river Chu flowing through the valley.', 'Rock Climbing in the Singbhum Region: Challenge yourself with rock climbing routes amidst the breathtaking scenery of the Eastern Himalayas.', 'Wildlife and Bird Watching: Spot exotic species of birds, such as the White-bellied Heron, and other wildlife like the Himalayan Black Bear.']","['Lachung Town Viewpoint: Capture the stunning views of the Lachung town and the surrounding mountains from this scenic viewpoint.', 'Lachung Chu Riverbank: Photograph the serene river flow and the picturesque valley with the snow-capped mountains in the backdrop.', 'Gurudongmar Lake Viewpoint: Take in the breathtaking views of the glacial Gurudongmar Lake and the surrounding mountains from this viewpoint.']","['Smoked Pork with Bamboo Shoot', 'Local Rice Cake', 'Assamese Thali']","['Lachung Local Tribal Kitchen', 'Lachung The Bamboo Shoot Restaurant']",[],Darjeeling,27.68971,88.74259
1721218f-ccf9-4265-b975-6183985dbbf8,jakrem,Jakrem,Meghalaya,Northeastern India,Natural hot sulfur springs nestled in a pine-clad river valley.,"Jakrem is a serene destination in the South West Khasi Hills, widely known for its hot sulfur springs, which are believed to possess healing and medicinal properties. Nestled in a valley of pine forests and rocks, it features private bathhouses built around the springs, right beside a rushing hill river.","[""Soak in the therapeutic hot sulfur spring baths"",""Relax in the quiet pine forest river valley"",""Walk along the scenic rocky riverbeds"",""Visit the traditional Mawkyrwat monoliths nearby""]",Valley,"['Nature', 'Peaceful Retreat', 'Spirituality']",6800,Under ₹8k,2,September – April,"['Autumn', 'Winter', 'Spring']",Easy,Quiet,https://images.unsplash.com/photo-1448375240586-882707db888b?auto=format&fit=crop&w=800&q=80,"['https://images.unsplash.com/photo-1448375240586-882707db888b?auto=format&fit=crop&w=800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=800&q=80']","['Take a hot sulfur water bath at the spring house', 'Trek along the riverbed next to the pine forest', 'Visit the historic Mawkyrwat monoliths (18 km away)', 'Sip local hot tea by the river']","['Steam rising from the natural sulfur springs', 'Rushing river framed by pine trees', 'Ancient Khasi megaliths near Mawkyrwat']","['Khasi red rice and roasted fish', 'Smoked pork dishes', 'Local millet cakes']","['Jakrem Bathhouse Cafe', 'Mawkyrwat market tea houses']","['Mawkyrwat (18 km)', 'Mawsynram (45 km)', 'Shillong (64 km)']",Manikaran Hot Springs,25.2833,91.5667
18c8231a-079a-4e3c-b0c4-d08c85ecac7e,dibru-saikhowa-national-park,Dibru-Saikhowa National Park,Assam,Northeastern India,"Experience the wilderness of Assam in Dibru-Saikhowa National Park, a haven for nature lovers and wildlife enthusiasts.","Located in northeastern Assam, Dibru-Saikhowa National Park is a 340-square-kilometer protected area that offers a glimpse into the region's rich biodiversity. This national park, which was declared a wildlife sanctuary in 1986 and a national park in 1997, serves as a vital habitat for the rare and endangered greater adjutant stork and Bengal florican. The park's diverse landscape, comprising wetlands, grasslands, and tropical forests, makes it an ideal destination for nature walks, bird watching, and photography.","[""Spot the greater adjutant stork, a rare and endangered bird, in its natural habitat."",""Take a boat ride along the Brahmaputra River and witness the majestic water birds that inhabit this region."",""Explore the park's unique combination of wetlands, grasslands, and tropical forests on foot or by taking a guided nature walk."",""Catch a glimpse of the endangered Bengal florican, a shy and elusive bird that makes Dibru-Saikhowa its home.""]",Mountain,"['Wildlife', 'Nature Walks', 'Photography', 'Local Sightseeing', 'Bird Watching']",8100,₹8k–₹12k,3,Summer – Spring,"['Summer', 'Spring']",Moderate,Quiet,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Dibru_Saikhuwa_National_Park.jpg/3840px-Dibru_Saikhuwa_National_Park.jpg,"['https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Dibru_Saikhuwa_National_Park.jpg/3840px-Dibru_Saikhuwa_National_Park.jpg', 'https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1500382017468-9049fed747ef?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=1800&q=80']","[""Participate in a guided bird watching tour to spot some of the park's unique avifauna."", ""Take a trek through the park's dense forests and grasslands to get up close and personal with the region's rich wildlife."", ""Try your hand at photography and capture the essence of Dibru-Saikhowa's diverse and vibrant ecosystem."", 'Go on a boat cruise along the nearby Brahmaputra River and soak in the breathtaking views of the surrounding landscape.']","['Take a boat ride to the iconic Majuli Island, which offers breathtaking views of the Brahmaputra River and its surrounding wetlands.', ""Capture the majestic beauty of the greater adjutant stork perched atop its usual haunt in the park's wetlands."", ""Photograph the vibrant and colorful birdlife that inhabits the park's wetlands, including the endangered Bengal florican.""]","['Smoked Pork with Bamboo Shoot', 'Local Rice Cake', 'Assamese Thali']","['Dibru-Saikhowa National Park Local Tribal Kitchen', 'Dibru-Saikhowa National Park The Bamboo Shoot Restaurant']",[],Shillong,27.68552,95.39475
1ba0bbdb-2c17-4479-b2a7-1272ed006e05,deomali-peak,Deomali Peak,Odisha,Eastern India,"Conquer Deomali Peak, the highest point in Odisha for breathtaking views of its lush forests and serene waterfalls.","Located in the picturesque Koraput district of Odisha, Deomali Peak stands tall at an altitude of 1672 meters. The peak is a haven for nature enthusiasts and adventure seekers alike, offering an enchanting experience through its verdant forests, sparkling waterfalls, and diverse wildlife. The trek to Deomali Peak is a moderate to challenging one, typically taking 2-3 days to complete. The picturesque landscape, teeming with flora and fauna, makes for an unforgettable experience.","[""Spot the majestic Bristle-billed Cockatoo, an endangered species found only in the Deomali Peak region."",""Witness the awe-inspiring Deomali Peak sunrise from the summit, an experience that will leave you speechless."",""Discover the rare and exotic species of orchids, trees, and wildflowers that adorn the forest trails."",""Explore the serene and tranquil environs of the surrounding waterfalls, a perfect spot for a relaxing break.""]",Trek,"['Nature', 'Nature Walks', 'Photography', 'Local Sightseeing', 'Bird Watching']",8100,₹8k–₹12k,3,Winter – Spring,"['Winter', 'Spring']",Easy,Quiet,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Deomali.jpg/3840px-Deomali.jpg,"['https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Deomali.jpg/3840px-Deomali.jpg', 'https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1500382017468-9049fed747ef?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=1800&q=80']","['Embark on a thrilling 4x4 jeep ride to the base of Deomali Peak for a breathtaking perspective of the surrounding ranges.', 'Take part in bird watching excursions to spot some of the rarest species of birds in the region.', 'Explore the picturesque villages around Deomali Peak, immersed in the rich culture and tradition of the local tribes.', 'Go trekking to the nearby Matalom village, known for its ancient tribal settlements and scenic views.']","['Capture the majestic Deomali Peak, standing tall amidst the lush greenery of its surroundings.', 'Take a photo amidst the stunning sunset and sunset hues at the base of the Deomali Peak.', 'Spotlight the beautiful flowers and butterflies that dance around you in the lush valleys and grasslands near Deomali Peak.']","['Local Traditional Thali', 'Spicy Curry']","['Deomali Peak Bengali Spice Junction', 'Deomali Peak Maa Durga Local Hotel']",[],Manali,18.67556,82.98167
1c74a754-960c-4974-8940-c2e5effa4276,poovar-island,Poovar Island,Kerala,Southern India,"Escape to a tranquil island paradise, where serene beaches and lush backwaters await your discovery.","Poovar Island, a picturesque getaway in south Kerala, is surrounded by the Neyyar River, Poovar Backwaters, and the Arabian Sea. This enchanting island is a haven for those seeking tranquility and connection with nature. The island's natural beauty, rich biodiversity, and unique culture make it an ideal destination for a rejuvenating experience. Explore the island's serene beaches, take a leisurely boat ride through the backwaters, or simply unwind in the midst of nature's splendor.","[""Poovar Beach: Watch the breathtaking sunrise or sunset on the beautiful, golden sands of the Poovar Beach, ideal for relaxing and basking in the sun."",""Poovar River Island: Take a stroll across the picturesque Poovar River Island, surrounded by tranquil waters and lush greenery, an idyllic spot for nature lovers and photography enthusiasts."",""The Poovar Beach House Kayaking and Boating Experience: Experience the thrill of kayaking through the tranquil backwaters or take a leisurely boat ride, spotting diverse bird species and marine life."",""Poovar Backwaters: Embark on a serene boat ride through the Poovar Backwaters, where you can spot fishermen at work, and relax amidst the stunning natural beauty."",""Visit the nearby Veli Tourist Village: Explore the beautiful lakefront promenade, scenic walkways, and the vibrant craft village in the nearby Veli Tourist Village.""]",Island,"['Beach', 'Swimming', 'Sunbathing', 'Beach Walks', 'Boat Ride']",8100,₹8k–₹12k,3,Winter – Spring,"['Winter', 'Spring']",Easy,Quiet,https://upload.wikimedia.org/wikipedia/commons/7/7e/Poovar_Kerala.jpg,"['https://upload.wikimedia.org/wikipedia/commons/7/7e/Poovar_Kerala.jpg', 'https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1500382017468-9049fed747ef?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=1800&q=80']","['Kayaking through the tranquil backwaters', ""Take a leisurely boat ride to explore the island's natural beauty and spot diverse bird species"", 'Go fishing in the Poovar Backwaters', 'Relax on the pristine Poovar Beach and indulge in sunbathing or swimming']","['Sunrise or Sunset on Poovar Beach for a stunning capture of golden sands and clear blue waters', 'The picturesque Poovar River Island, perfect for photography enthusiasts to capture the tranquility of the surroundings', 'The vibrant craft village in the Veli Tourist Village, showcasing local handicrafts and artistry']","['Traditional Thali', 'Filter Coffee', 'Local Seafood']","['Poovar Island Malgudi Filter Coffee & Tiffin', 'Poovar Island Sree Local Mess']",[],Goa,8.30925,77.0823
1e15ffb0-99a3-4e7c-bda7-2583192ff801,along-aalo,Along (Aalo),Arunachal Pradesh,Northeastern India,"Immerse in the untouched wilderness of Along (Aalo), the gateway to the majestic West Siang district in Arunachal Pradesh.","Along (Aalo), the capital town of West Siang district, is an uncharted gem nestled in the Eastern Himalayas. This tranquil trekking destination offers breathtaking vistas of the Siang River and its surrounding snow-capped peaks. Home to the vibrant Adi tribe, Along (Aalo) is a treasure trove of ancient traditions, folklore, and untamed natural beauty. As you wander through the town's rustic streets, you'll discover the perfect blend of adventure and cultural immersion.","[""Trek to the picturesque village of Dirang, renowned for its verdant landscapes and yak habitats."",""Marvel at the majestic West Siang River, a pristine haven for rafting and kayaking enthusiasts."",""Visit the historic Along Monastery, a revered Adi temple dedicated to Lord Buddha."",""Witness the majestic sunrise over the West Siang valley from the scenic viewpoint of Along (Aalo).""]",Trek,"['Nature', 'Adventure', 'Trekking', 'Camping', 'Rock Climbing', 'Bird Watching']",8100,₹8k–₹12k,3,Summer – Spring,"['Summer', 'Spring']",Moderate,Quiet,https://images.unsplash.com/photo-1506461883276-594a12b11db3?q=80&w=1000&auto=format&fit=crop,"['https://images.unsplash.com/photo-1506461883276-594a12b11db3?q=80&w=1000&auto=format&fit=crop', 'https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1500382017468-9049fed747ef?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=1800&q=80']","['Embark on a thrilling rock climbing experience amidst the majestic Eastern Himalayas.', 'Experience the local Adi culture by participating in traditional farming practices and wildlife conservation efforts.', 'Take a leisurely stroll along the Siang River, exploring the local markets and artisans.', 'Go bird watching in the picturesque surroundings of Along (Aalo), spotting species like the hornbill and imperial pheasant.']","['Capture the sunrise over the snow-capped peaks of the Eastern Himalayas from the scenic viewpoint at Along (Aalo).', 'Take a photograph of the majestic Siang River, with its crystal-clear waters and picturesque valley surroundings.', 'Snap a photo of the vibrant traditional Adi attire and tribal artifacts at the Along Museum.']","['Smoked Pork with Bamboo Shoot', 'Local Rice Cake', 'Assamese Thali']","['Along (Aalo) Local Tribal Kitchen', 'Along (Aalo) The Bamboo Shoot Restaurant']",[],Shillong,28.16786,94.79883
1e2a6b1b-e238-4a5a-bdb9-450c7a405e19,tuophema-tourist-village,Tuophema Tourist Village,Nagaland,Northeastern India,A cultural window into traditional Angami Naga heritage.,"Tuophema Tourist Village is a model heritage village situated in Nagaland, designed to offer visitors an immersive experience of traditional Angami Naga life. Run entirely by the local community, the village features traditional-style thatched-roof huts decorated with wood carvings and animal motifs. It is an excellent destination to experience authentic Naga hospitality, local food, folk music, and festivals.","[""Immersive stay in traditional-style Angami Naga heritage huts"",""A local museum showcasing ancient Naga weapons, ornaments, and clothes"",""Vibrant cultural performances of Naga folk dances and songs"",""Spectacular views of Nagaland's rolling green hills and valleys""]",Trek,"['Culture', 'Local Sightseeing', 'Peaceful Retreat']",8100,₹8k–₹12k,3,October to April,"['Summer', 'Spring']",Moderate,Quiet,https://upload.wikimedia.org/wikipedia/commons/f/ff/Way_o_Kohima%2CNagaland_India.jpg,"['https://upload.wikimedia.org/wikipedia/commons/f/ff/Way_o_Kohima%2CNagaland_India.jpg', 'https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1500382017468-9049fed747ef?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=1800&q=80']","['Staying in a community-managed heritage cottage', 'Attending the Sekrenyi purification festival (in February)', 'Tasting local rice beer (Zutho) and traditional Naga cuisine', 'Guided village tours and forest hikes']","['Ornately carved entrance gate of Tuophema', 'Traditional heritage huts against the hill backdrop', 'Local museum collection of Naga relics']","['Smoked Pork with Bamboo Shoot', 'Local Rice Cake', 'Assamese Thali']","['Tuophema Tourist Village Local Tribal Kitchen', 'Tuophema Tourist Village The Bamboo Shoot Restaurant']",[],Shillong,25.8475,94.1378
1e9bafdc-0641-4d3a-ad51-3f7270e4ff90,sirpur-group-of-monuments,Sirpur Group of Monuments,Chhattisgarh,Central India,Experience the tranquil essence of ancient India amidst the lush forests of Sirpur.,"Located in the heart of Chhattisgarh, India, the Sirpur Group of Monuments is a village steeped in rich history and cultural significance. This ancient settlement dates back to the 6th century and boasts a collection of well-preserved monuments, temples, and ruins that narrate the story of a bygone era. The village is nestled in the midst of lush forests, which provide a serene backdrop to the architectural marvels of Sirpur. Visitors can lose themselves in the intricate carvings, frescoes, and sculptures adorning the temple walls, reflecting the exquisite craftsmanship of the ancient artisans. As you explore Sirpur, the whispers of the past come alive through the rustling leaves of the forest, creating an enchanting ambiance that invites reflection and contemplation.","[""The Ram Deo Temple, a stunning example of ancient Indian architecture, adorned with delicate carvings and intricate designs."",""The Lakshmi Narasimha Temple, a magnificent structure with a blend of Hindu and Buddhist influences, offering stunning views of the surrounding landscape."",""The Museum at the site, showcasing a treasure trove of artifacts and relics that highlight the significance of Sirpur in India's rich cultural heritage."",""The ancient inscriptions and relics that tell the tale of Sirpur's strategic importance as a major trade center during the 1st millennium AD."",""The scenic Sirpur Lake, situated nearby, offering a perfect opportunity for a relaxing boat ride amidst nature's splendor.""]",Village,"['Culture', 'Nature Walks', 'Photography', 'Local Sightseeing', 'Bird Watching']",8100,₹8k–₹12k,3,Winter – Spring,"['Winter', 'Spring']",Easy,Quiet,https://upload.wikimedia.org/wikipedia/commons/d/dd/8th_century_couple_embraced_and_mouth_kissing_at_Tivara_Deva_temple%2C_she_stands_on_his_feet%2C_Sirpur_monuments_Chhattisgarh_India.jpg,"['https://upload.wikimedia.org/wikipedia/commons/d/dd/8th_century_couple_embraced_and_mouth_kissing_at_Tivara_Deva_temple%2C_she_stands_on_his_feet%2C_Sirpur_monuments_Chhattisgarh_India.jpg', 'https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1500382017468-9049fed747ef?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=1800&q=80']","['Embark on a leisurely nature walk through the forest, exploring the diverse flora and fauna of the area.', 'Take a photography tour, capturing the breathtaking views and unique architectural styles of the monuments.', 'Visit the nearby villages and experience the warm hospitality of the locals, immersing yourself in the vibrant rural culture.', 'Participate in a local art workshop, learning the techniques of traditional crafts and artisans']","[""The ancient Lakshmi Narasimha Temple at sunset, with the golden light casting a mesmerizing glow on the temple's intricate carvings."", 'The lush forest canopy, as seen from a panoramic viewpoint, offering a stunning visual treat of the surrounding landscape.', ""The serene Sirpur Lake, reflecting the tranquility of the surrounding forest, creating a photographer's delight.""]","['Local Traditional Thali', 'Spicy Curry']","['Sirpur Group of Monuments Bundelkhandi Kitchen', 'Sirpur Group of Monuments Malwa Food Court']",[],Lonavala,21.34522,82.18481
1f0ebf47-52ea-4d41-afb1-a3885c539717,maravanthe-beach,Maravanthe Beach,Karnataka,Southern India,"Experience the untouched beauty of Maravanthe Beach, where the Arabian Sea meets the Souparnika River in a mesmerizing display of natural wonder.","Located in the Uttara Kannada district of Karnataka, Maravanthe Beach is a stunning destination that offers a unique blend of beach activities, scenic views, and cultural experiences. This picturesque beach is nestled between the Arabian Sea and the Souparnika River, creating a breathtaking landscape that is sure to leave visitors in awe. With its pristine shores, swaying palm trees, and tranquil atmosphere, Maravanthe Beach is the perfect getaway for those seeking relaxation, adventure, and an authentic taste of coastal Karnataka. The beach is surrounded by lush green forests and hills, making it an ideal spot for nature lovers and photography enthusiasts.","[""Watch the sunset over the Arabian Sea, painting the sky with hues of orange and pink"",""Take a boat ride along the Souparnika River, exploring the mangrove forests and spotting exotic bird species"",""Visit the nearby Maraswamy Temple, a historic shrine dedicated to Lord Shiva"",""Explore the bustling Maravanthe Market, where you can find unique souvenirs, local handicrafts, and delicious seafood"",""Relax and unwind at the beach, enjoying the warm sand, cool breeze, and sound of the waves""]",Beach,"['Beach', 'Swimming', 'Sunbathing', 'Beach Walks', 'Boat Ride']",8100,₹8k–₹12k,3,Winter – Spring,"['Winter', 'Spring']",Easy,Quiet,https://upload.wikimedia.org/wikipedia/en/b/ba/Maravanthe_beach.jpg,"['https://upload.wikimedia.org/wikipedia/en/b/ba/Maravanthe_beach.jpg', 'https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1500382017468-9049fed747ef?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=1800&q=80']","['Go swimming or sunbathing on the pristine shores of Maravanthe Beach', 'Take a leisurely walk along the beach, feeling the sand between your toes and the sea breeze in your hair', 'Try your hand at water sports, such as surfing, kayaking, or paddleboarding', ""Embark on a trekking excursion to the nearby hills and forests, exploring the region's unique flora and fauna""]","['The picturesque confluence of the Arabian Sea and the Souparnika River, offering a stunning backdrop for photos', 'The Maraswamy Temple, with its intricate carvings and historic architecture', 'The sunset point on Maravanthe Beach, where you can capture the vibrant colors of the sky and the sea']","['Traditional Thali', 'Filter Coffee', 'Local Seafood']","['Maravanthe Beach Malgudi Filter Coffee & Tiffin', 'Maravanthe Beach Sree Local Mess']",[],Goa,13.70885,74.64186
1fc8ecfe-58e8-44d6-8c51-07bd84d3b1d4,gavi,Gavi,Kerala,Southern India,"Discover the unspoiled beauty of Kerala's Gavi, a haven for adventure seekers and nature lovers.","Perched in the Idukki district of Kerala, Gavi is a tranquil haven nestled amidst the Western Ghats. This trekking paradise is a part of the Periyar Wildlife Sanctuary and offers a refreshing escape into the heart of nature. The lush forests, rolling hills, and serene lakes of Gavi create a stunning backdrop for adventure enthusiasts, wildlife observers, and those seeking inner peace. With its unique blend of natural splendor and cultural richness, Gavi promises an unforgettable experience for all visitors.","[""Explore the pristine waters of Gavi Lake, a tranquil haven teeming with fish and other aquatic life."",""Hike to the top of the Gavi Hills to witness the breathtaking sunrise over the rolling hills and valleys."",""Trek through the lush forests of the Periyar Wildlife Sanctuary, home to a rich variety of flora and fauna, including elephants, tigers, and birds."",""Take a boat ride on the Gavi Lake to spot rare bird species and enjoy the scenic beauty of the surrounding hills."",""Visit the Gavi Village to experience the simple, rustic lifestyle of the local people and to purchase handmade crafts and souvenirs.""]",Trek,"['Nature', 'Adventure', 'Trekking', 'Camping', 'Rock Climbing', 'Bird Watching']",8100,₹8k–₹12k,3,Winter – Spring,"['Winter', 'Spring']",Easy,Quiet,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Gavi%2C_Kerala.jpg/3840px-Gavi%2C_Kerala.jpg,"['https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Gavi%2C_Kerala.jpg/3840px-Gavi%2C_Kerala.jpg', 'https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1500382017468-9049fed747ef?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?auto=format&fit=crop&w=1800&q=80', 'https://images.unsplash.com/photo-1507525428034-b723cf961d3e?auto=format&fit=crop&w=1800&q=80']","['Hire a local guide to take you on a birdwatching tour through the forests and grasslands of Gavi.', 'Participate in a camping trek to the top of the Gavi Hills, where you can set up camp and enjoy stargazing.', 'Try your hand at rock climbing at the Gavi Hills, a challenging but rewarding experience for adventure seekers.', 'Take a leisurely stroll around the Gavi Village, admiring the traditional Kerala architecture and chatting with the friendly locals.']","['The Gavi Lake, with its calm waters reflecting the surrounding hills and forests, is a stunning spot to capture the beauty of nature.', 'The Gavi Hills, with their steep slopes and rolling valleys, offer breathtaking 360-degree views of the surrounding landscape.', 'The Periyar Wildlife Sanctuary, with its lush forests and grasslands, is a haven for wildlife photographers and nature enthusiasts.']","['Traditional Thali', 'Filter Coffee', 'Local Seafood']","['Gavi Malgudi Filter Coffee & Tiffin', 'Gavi Sree Local Mess']",[],Lonavala,9.43573,77.15947
2056a014-9898-4667-a33b-7a6fee13d63f,gandikota,Gandikota,Andhra Pradesh,Southern India,India's own Grand Canyon.,"Carved by the Pennar River through dramatic red sandstone cliffs, Gandikota combines breathtaking canyon views with a centuries-old fort and some of the most underrated landscapes in India.","[""Known as the Grand Canyon of India"",""Spectacular Pennar River gorge"",""Historic Gandikota Fort"",""Perfect for camping and sunrise photography""]",Valley,"['Adventure', 'Photography', 'Nature']",9000,₹7k–₹11k,3,October – February,"['Autumn', 'Winter']",Easy,Quiet,https://res.cloudinary.com/dizqquqfs/image/upload/q_auto/f_auto/v1781879267/Gandikota3_wx2x2q.jpg,"['https://res.cloudinary.com/dizqquqfs/image/upload/q_auto/f_auto/v1781879267/Gandikota3_wx2x2q.jpg', 'https://res.cloudinary.com/dizqquqfs/image/upload/q_auto/f_auto/v1781879262/Gandikota2_uiwyzz.jpg', 'https://res.cloudinary.com/dizqquqfs/image/upload/q_auto/f_auto/v1781879259/Gandikota1_mqekfn.jpg', 'https://res.cloudinary.com/dizqquqfs/image/upload/q_auto/f_auto/v1781879272/Gandikota4_gv5faa.jpg']","['Watch sunrise over the canyon', 'Explore Gandikota Fort', 'Camp beside the cliffs', 'Kayak on the Pennar River']","['Madhavaraya Temple beneath the canyon cliffs', 'Pennar River crossing near Gandikota', 'Fort walls at sunset']","['Andhra meals', 'Spicy chicken curry', 'Ragi Sangati', 'Local biryani']","['Haritha Restaurant', 'Pennar View Cafe']","['Belum Caves', 'Yaganti Temple', 'Kadapa']",Hampi,14.81499,78.287
